Record ID,Date,Department,Employee ID,Gender,Age,Service type,Patients handled,Revenue USD,Cost USD,Waiting time,Satisfaction_score
2052,08/12/2024,Outpatient,E1715,Female,38,Follow-up,14,6808.7,3591.89,19.6,1.23
2053,01/11/2024,Pediatrics,E1303,Female,30,Follow-up,13,3401.43,1628.71,25,4.04
2054,12/12/2024,Emergency,E1415,Female,53,Surgery,11,650.46,441.6,48.6,3.03
2055,24/07/2024,Pediatrics,E1176,Male,25,Surgery,12,5846.89,3254.87,38.9,3.93
2056,06/11/2024,Outpatient,E1326,Female,28,Follow-up,25,8777.13,4356.01,16.2,4.59
2057,26/08/2024,Outpatient,E1615,Female,59,Surgery,46,3824.01,2583.73,46.3,1.5
2058,05/11/2024,Orthopedics,E1385,Male,23,Therapy,49,6098.65,4040.79,28.3,2.81
2059,30/04/2024,Orthopedics,E1234,Female,56,Consultation,49,8071,5611.06,16.1,3.19
2060,27/06/2024,Outpatient,E1871,Male,55,Diagnostics,16,7176.01,5714.63,77.3,1.61
2061,29/02/2024,Outpatient,E1704,Male,34,Surgery,11,7246.65,5352.89,7.8,2.65
2062,06/04/2024,Pediatrics,E1290,Male,58,Therapy,40,3663.03,2691.25,29.9,3.36
2063,07/10/2024,Outpatient,E1772,Female,32,Diagnostics,29,9175.46,7330.29,111,4.91
2064,31/10/2024,Oncology,E1926,Female,43,Therapy,7,601.37,427.8,52.5,4.44
2065,04/10/2024,Emergency,E1614,Male,46,Therapy,7,2892.24,2575.58,75.6,4.17
2066,08/12/2024,Orthopedics,E1371,Male,37,Consultation,13,1313.2,645.74,92.2,1.09
2067,02/09/2024,Pediatrics,E1437,Male,41,Follow-up,22,8260.34,3361.75,80.6,2.46
2068,01/08/2024,Outpatient,E1013,Male,34,Consultation,8,6309.2,4719.38,44.4,1.43
2069,15/07/2024,Emergency,E1525,Female,37,Diagnostics,19,1161.64,806.72,64.9,3.97
2070,08/05/2024,Radiology,E1092,Female,49,Follow-up,14,5342.49,3265.45,50.8,1.11
2071,31/08/2024,Emergency,E1690,Male,23,Follow-up,5,3687.79,3274.79,105.5,2.32
2072,05/11/2024,Cardiology,E1557,Female,56,Consultation,10,6084.06,5011.13,55.7,1.07
2073,21/07/2024,Emergency,E1947,Male,44,Consultation,24,1207.85,791.38,116.5,3.77
2074,26/12/2024,Cardiology,E1408,Female,35,Therapy,25,1173.7,580.61,93.7,4.37
2075,12/12/2024,Pediatrics,E1436,Female,32,Therapy,22,6368.1,4599.12,8.3,4.31
2076,05/06/2024,Outpatient,E1845,Female,25,Consultation,9,7988.61,4230.11,86.5,1.86
2077,15/12/2024,Radiology,E1686,Female,57,Consultation,36,883.14,442.07,25.5,2.35
2078,30/01/2024,Pediatrics,E1891,Male,51,Follow-up,23,4475.27,2928.03,59.8,2.08
2079,07/03/2024,Emergency,E1864,Male,65,Surgery,27,777.12,545.97,50.5,2.19
2080,20/10/2024,Emergency,E1553,Female,49,Surgery,18,8735.94,6756.13,103.6,2.98
2081,08/05/2024,Cardiology,E1288,Female,63,Surgery,10,1743.85,1304.59,28.7,2.76
2082,18/08/2024,Orthopedics,E1220,Male,41,Therapy,16,1117.51,908.15,19.5,4.61
2083,06/08/2024,Outpatient,E1794,Male,48,Surgery,17,8710.19,5507.38,90.6,3.48
2084,23/05/2024,Radiology,E1844,Male,41,Surgery,20,8129.22,5006.81,95.4,2.85
2085,09/10/2024,Cardiology,E1501,Male,61,Surgery,35,9439.17,6071.14,58.2,4.14
2086,28/08/2024,Pediatrics,E1077,Female,65,Surgery,37,8304.99,5624.51,25.7,2.87
2087,27/01/2024,Cardiology,E1650,Male,58,Consultation,42,9696.69,7529.41,98.3,1.13
2088,09/11/2024,Oncology,E1169,Female,61,Therapy,10,4944.66,3576.52,100.5,1.2
2089,06/12/2024,Orthopedics,E1811,Female,29,Surgery,34,8598.17,5796.89,27.7,2.27
2090,28/10/2024,Radiology,E1429,Male,29,Therapy,6,3178.33,2114.95,10.9,1.63
2091,02/09/2024,Radiology,E1959,Male,59,Surgery,36,8220.58,3833.27,31.8,2.81
2092,29/06/2024,Cardiology,E1869,Male,54,Consultation,48,5412.65,4231.64,56.4,4.16
2093,09/12/2024,Pediatrics,E1969,Female,28,Surgery,48,6374.29,2910.18,23,2.75
2094,13/08/2024,Outpatient,E1464,Female,54,Diagnostics,40,4270.45,3295.81,71.8,2.55
2095,27/01/2024,Orthopedics,E1123,Female,60,Follow-up,14,2122.22,1089.59,71.2,2.69
2096,15/03/2024,Oncology,E1451,Male,34,Follow-up,20,5391.81,2616.85,81.2,4.41
2097,17/08/2024,Outpatient,E1682,Female,32,Diagnostics,17,2950.43,1905.26,117.2,2.33
2098,25/08/2024,Oncology,E1127,Male,47,Surgery,20,6152.94,2738.66,74.7,1.36
2099,20/10/2024,Emergency,E1231,Male,61,Consultation,33,9612.74,7284.84,95.6,3.82
2100,10/01/2024,Cardiology,E1651,Male,32,Surgery,47,6102.43,3813.75,103.7,4.83
2101,15/08/2024,Emergency,E1407,Male,32,Consultation,26,5240.84,4537.35,72.1,3.15
2102,23/09/2024,Outpatient,E1724,Female,51,Diagnostics,10,4817.59,2431.17,5.4,1.97
2103,10/07/2024,Cardiology,E1745,Male,27,Therapy,23,5342.37,3151.89,56.6,4.92
2104,18/07/2024,Radiology,E1335,Male,48,Therapy,37,3827.59,2396.42,20.4,1.19
2105,03/05/2024,Oncology,E1092,Female,42,Follow-up,33,7866.39,5391.16,92.5,1.6
2106,27/01/2024,Radiology,E1798,Male,59,Therapy,16,5932.37,3125.3,31.2,1.05
2107,02/04/2024,Pediatrics,E1711,Female,62,Diagnostics,29,1738.24,964.09,18.4,4.94
2108,28/08/2024,Cardiology,E1685,Female,44,Consultation,6,3432.01,1596.44,27.9,3.35
2109,31/10/2024,Cardiology,E1848,Male,58,Follow-up,39,1108.41,921.33,115.6,1.99
2110,12/06/2024,Orthopedics,E1662,Male,38,Consultation,9,4775.91,1963.22,78.7,2.66
2111,01/09/2024,Cardiology,E1382,Female,62,Follow-up,49,3065.56,1543.26,80.2,2.66
2112,05/02/2024,Orthopedics,E1188,Male,60,Consultation,22,2206.76,1643.05,70,4.43
2113,10/08/2024,Emergency,E1462,Male,31,Follow-up,50,1616.02,1281.23,82.5,1.46
2114,19/04/2024,Pediatrics,E1487,Female,49,Follow-up,35,7100.8,4407.99,113.7,1.57
2115,13/09/2024,Orthopedics,E1786,Female,33,Therapy,28,6606.92,3904.62,115,2.32
2116,05/02/2024,Cardiology,E1409,Male,42,Follow-up,43,9640.77,8201.82,36.1,4.21
2117,04/10/2024,Cardiology,E1120,Male,24,Diagnostics,22,9958.24,5241.34,55.2,3.08
2118,02/06/2024,Orthopedics,E1963,Female,47,Consultation,37,3301.85,1345.94,30.3,2.13
2119,27/12/2024,Pediatrics,E1258,Female,23,Therapy,13,4714.2,2288.99,105.4,3.82
2120,14/03/2024,Emergency,E1327,Female,33,Therapy,27,1309.4,949.38,80.2,4.82
2121,14/02/2024,Orthopedics,E1943,Female,53,Therapy,17,528.7,277.02,111.7,4.73
2122,07/11/2024,Radiology,E1176,Female,46,Consultation,29,7345.57,5750.71,15.5,3.06
2123,27/10/2024,Emergency,E1250,Female,61,Follow-up,45,2700.04,1324.66,98.2,1.54
2124,08/05/2024,Pediatrics,E1621,Female,58,Diagnostics,41,4952.19,4304.88,26.4,4.91
2125,18/11/2024,Orthopedics,E1766,Female,61,Therapy,28,9945.74,6741.31,24.6,2.26
2126,28/11/2024,Pediatrics,E1557,Female,29,Therapy,43,4532.68,2514.11,37.3,4.89
2127,01/09/2024,Emergency,E1781,Male,65,Consultation,47,1956.97,1500.34,5,3.38
2128,14/05/2024,Orthopedics,E1260,Female,32,Consultation,33,9201.46,5005.29,26.3,3.61
2129,05/03/2024,Radiology,E1786,Male,41,Surgery,20,7269.71,5408.78,41.7,2.01
2130,09/07/2024,Cardiology,E1504,Female,43,Consultation,49,9581.23,8255.66,57.6,4.38
2131,16/02/2024,Emergency,E1856,Male,34,Follow-up,47,4797.07,2936.74,23,2.71
2132,16/03/2024,Radiology,E1857,Male,33,Diagnostics,43,5605.46,2305.26,56.1,4.13
2133,23/01/2024,Cardiology,E1994,Male,55,Consultation,27,6960.44,4994.66,109.6,1.07
2134,17/04/2024,Emergency,E1632,Female,59,Therapy,35,5791.95,4596.92,67.3,2.3
2135,26/01/2024,Pediatrics,E1173,Female,27,Therapy,30,1794.38,1514.06,59.1,4.51
2136,19/10/2024,Emergency,E1792,Male,46,Follow-up,43,6065.6,4470.93,97.5,3.64
2137,05/11/2024,Orthopedics,E1425,Female,63,Follow-up,14,4281.52,2812.17,97.4,2.49
2138,18/04/2024,Outpatient,E1371,Male,65,Diagnostics,26,4187.15,1875.19,110.2,1.36
2139,11/12/2024,Oncology,E1717,Male,35,Follow-up,11,6657.99,4038.72,51.6,3.72
2140,13/07/2024,Outpatient,E1762,Male,64,Follow-up,11,1137.39,792.59,93.8,4.31
2141,17/09/2024,Oncology,E1737,Female,53,Diagnostics,11,2120.04,1799.3,80.5,4.53
2142,29/10/2024,Orthopedics,E1968,Female,24,Diagnostics,47,5110.17,3429.01,110.7,4.6
2143,08/03/2024,Emergency,E1086,Male,65,Follow-up,29,4757.53,2555.78,50.2,2.55
2144,19/10/2024,Oncology,E1929,Female,45,Surgery,11,3225.24,1723.21,104,1.28
2145,18/03/2024,Orthopedics,E1065,Female,33,Follow-up,43,6937.31,3374.38,44.6,1.25
2146,30/04/2024,Orthopedics,E1150,Female,50,Therapy,35,3064.75,2403.41,106.8,1.89
2147,22/03/2024,Cardiology,E1693,Male,43,Diagnostics,13,4903.7,3114.64,105.5,4.05
2148,04/09/2024,Emergency,E1729,Female,44,Surgery,29,5374.23,3952.07,102.4,1.04
2149,12/09/2024,Outpatient,E1341,Male,56,Follow-up,34,4327.46,3694.01,90.1,3.17
2150,13/09/2024,Cardiology,E1324,Male,56,Diagnostics,14,5531.62,3174.51,64.9,3.62
2151,11/05/2024,Orthopedics,E1188,Male,54,Follow-up,37,4474.45,3387.5,104,1.62
2152,26/03/2024,Cardiology,E1556,Male,23,Consultation,7,4789.7,2893.03,84.1,2
2153,05/12/2024,Emergency,E1232,Female,64,Consultation,42,6582.38,5520.94,53.1,4.64
2154,12/01/2024,Radiology,E1932,Male,49,Consultation,17,9935.06,4501.04,31.8,4.8
2155,24/02/2024,Cardiology,E1759,Male,42,Consultation,7,9604.11,4310.84,6.7,1.64
2156,30/04/2024,Cardiology,E1257,Male,48,Consultation,8,9962.12,4881.44,62.8,4.39
2157,20/03/2024,Outpatient,E1421,Female,25,Consultation,13,693.82,487.23,36.9,4.45
2158,22/12/2024,Radiology,E1400,Female,22,Therapy,32,3192.88,2373.52,82.5,1.89
2159,13/12/2024,Cardiology,E1344,Male,33,Therapy,28,830.59,502.2,38.3,4.24
2160,08/08/2024,Pediatrics,E1523,Male,36,Therapy,23,8103.46,5093.12,74.7,3.42
2161,05/06/2024,Oncology,E1674,Female,43,Therapy,11,8358,5119.29,36.7,2.06
2162,30/10/2024,Emergency,E1234,Male,50,Surgery,17,5593.83,3493.76,55.6,1.36
2163,18/03/2024,Pediatrics,E1635,Female,46,Follow-up,7,7326.74,3713.69,27.6,2.65
2164,03/01/2024,Outpatient,E1692,Male,26,Diagnostics,41,2663.89,1843.22,47.7,2.8
2165,17/05/2024,Outpatient,E1706,Male,32,Consultation,18,5603.11,2811.46,22.9,4.52
2166,07/04/2024,Cardiology,E1251,Male,29,Therapy,33,4620.38,2800.17,9.1,2.99
2167,28/05/2024,Pediatrics,E1668,Male,59,Consultation,41,5764.61,3916.59,86.3,1.71
2168,27/07/2024,Outpatient,E1700,Female,24,Therapy,24,2896.12,2332.43,113.9,1.54
2169,20/09/2024,Emergency,E1045,Female,26,Consultation,40,5227.67,2650.89,11.9,2.3
2170,18/02/2024,Pediatrics,E1440,Male,63,Surgery,39,1865.03,1408.04,66.4,1.58
2171,09/09/2024,Emergency,E1087,Female,32,Therapy,29,587.8,472.64,25.3,3.42
2172,18/07/2024,Emergency,E1238,Female,56,Consultation,10,3700.76,2563.68,41.3,1.35
2173,11/08/2024,Emergency,E1338,Female,35,Diagnostics,7,2618.03,1293.38,54.2,3.63
2174,11/07/2024,Radiology,E1648,Male,25,Follow-up,21,3006.16,1220.61,64.7,3.42
2175,26/04/2024,Outpatient,E1482,Female,50,Consultation,27,9647.27,6702.3,59.2,3.29
2176,16/12/2024,Cardiology,E1423,Male,49,Consultation,33,9315.06,7584.22,42.1,1.95
2177,03/10/2024,Pediatrics,E1381,Female,59,Diagnostics,31,2995.02,1953.38,90.6,3.01
2178,05/06/2024,Outpatient,E1697,Male,31,Consultation,15,1144.07,871.54,97.7,2.16
2179,31/10/2024,Pediatrics,E1283,Male,26,Consultation,49,6809.19,4176.05,107.2,4.38
2180,17/09/2024,Radiology,E1317,Male,38,Surgery,32,5491.6,4095.38,106.6,2.98
2181,28/07/2024,Radiology,E1181,Female,57,Diagnostics,37,3475.88,2700.18,30.3,2.55
2182,29/07/2024,Outpatient,E1802,Female,25,Surgery,49,8724.41,6649.84,51.4,1.86
2183,26/03/2024,Emergency,E1745,Male,49,Follow-up,49,3881.7,2104.08,25.3,3.97
2184,06/01/2024,Oncology,E1477,Female,57,Follow-up,17,2894.66,1815.19,49.4,4.93
2185,04/07/2024,Orthopedics,E1566,Male,52,Therapy,6,4215.38,1854.73,15.3,3.36
2186,18/10/2024,Orthopedics,E1053,Female,39,Therapy,29,6193.95,3774.47,54.7,1.22
2187,18/06/2024,Outpatient,E1247,Male,27,Surgery,38,5407.19,3527.49,22.2,1.42
2188,11/01/2024,Orthopedics,E1725,Male,33,Consultation,46,1673.94,754.13,75.1,1.79
2189,04/10/2024,Cardiology,E1096,Female,28,Therapy,16,2888.59,1406.13,115.2,4.42
2190,20/01/2024,Outpatient,E1485,Male,45,Surgery,7,2689.7,1516.41,29.1,2.97
2191,13/09/2024,Radiology,E1721,Male,64,Diagnostics,43,686.3,504.9,65.2,4.59
2192,10/04/2024,Orthopedics,E1028,Female,43,Follow-up,10,2061.73,1653.62,96.1,1.51
2193,22/08/2024,Orthopedics,E1198,Male,46,Consultation,41,4286.31,2079.19,34.3,2.05
2194,18/03/2024,Orthopedics,E1135,Female,28,Therapy,20,5784.25,3503.55,114,1.51
2195,10/11/2024,Radiology,E1320,Female,33,Consultation,21,9750.08,5024.4,93.9,2.36
2196,11/10/2024,Cardiology,E1902,Male,44,Therapy,24,1859.27,1541.23,40.5,3.64
2197,28/04/2024,Oncology,E1408,Male,50,Surgery,8,5881.22,3739.74,62,3.93
2198,06/04/2024,Emergency,E1256,Male,40,Consultation,26,1333.84,979.16,108,1.23
2199,10/10/2024,Orthopedics,E1749,Female,52,Diagnostics,8,1836.21,1392.43,55.3,2.61
2200,30/11/2024,Emergency,E1192,Female,64,Follow-up,35,1801.18,1176.86,19.6,2.91
2201,07/01/2024,Emergency,E1872,Female,29,Consultation,40,7754.35,4103.08,60.3,4.97
2202,21/02/2024,Orthopedics,E1108,Female,27,Follow-up,15,7023.18,5763.77,52.7,4.07
2203,01/01/2024,Radiology,E1920,Male,51,Diagnostics,45,884.84,408.31,28.4,2.61
2204,23/02/2024,Emergency,E1898,Female,40,Therapy,36,8534.58,4891.45,80.3,3.84
2205,28/11/2024,Radiology,E1463,Male,37,Consultation,37,6068.73,3511.49,71.4,2.37
2206,20/02/2024,Orthopedics,E1487,Male,33,Follow-up,27,1296.8,1162.45,19.6,1.29
2207,09/05/2024,Cardiology,E1504,Male,38,Consultation,37,8846.04,4873.44,79.8,2.32
2208,22/05/2024,Cardiology,E1052,Female,61,Surgery,9,4218.82,2240.43,44.5,2.64
2209,28/05/2024,Radiology,E1478,Female,28,Diagnostics,14,7343.95,4815.93,113.5,1.17
2210,03/01/2024,Radiology,E1335,Male,59,Consultation,5,5279.15,3653.77,110.8,1.2
2211,12/02/2024,Emergency,E1105,Female,46,Surgery,35,5948.25,4918.1,32.8,4.51
2212,22/01/2024,Oncology,E1437,Male,64,Surgery,38,680.91,521.73,112.3,3.63
2213,27/02/2024,Outpatient,E1767,Female,27,Follow-up,15,4670.78,1973.13,110.8,2.88
2214,24/08/2024,Orthopedics,E1668,Male,42,Therapy,28,775.47,577.66,60.4,1.5
2215,22/03/2024,Outpatient,E1258,Female,22,Follow-up,26,2535.58,1095.99,71,3.49
2216,04/11/2024,Emergency,E1147,Female,42,Follow-up,7,5304.55,4289,104,3.46
2217,06/01/2024,Orthopedics,E1368,Female,46,Diagnostics,50,621.19,464.41,53.1,3.26
2218,13/04/2024,Cardiology,E1699,Female,30,Follow-up,17,6666.27,3833.89,110.5,1.54
2219,23/01/2024,Cardiology,E1116,Female,28,Follow-up,18,6879.36,2766.74,111.3,1.45
2220,20/02/2024,Radiology,E1385,Male,48,Surgery,39,1401.4,793.9,48,1.86
2221,16/12/2024,Outpatient,E1617,Male,51,Consultation,16,6058.66,3765.2,8.9,2.28
2222,18/06/2024,Emergency,E1318,Female,46,Consultation,31,8199.11,6107.11,88.4,3.79
2223,31/10/2024,Pediatrics,E1988,Female,46,Diagnostics,6,3454.24,1553.83,36.3,4.33
2224,27/07/2024,Oncology,E1762,Male,65,Consultation,6,9814.47,6349.21,6.1,1.56
2225,20/12/2024,Pediatrics,E1359,Male,38,Consultation,37,3559.77,2453.72,13.6,4.77
2226,15/10/2024,Orthopedics,E1408,Female,46,Follow-up,24,3968.29,3398.02,94.8,4.02
2227,18/05/2024,Oncology,E1322,Male,25,Surgery,16,6263.84,4468.57,78.4,3.51
2228,16/06/2024,Cardiology,E1252,Female,32,Follow-up,29,5760.42,5145.25,89.2,4.11
2229,01/01/2024,Radiology,E1290,Male,56,Surgery,27,8788.4,4462.92,14.6,2.93
2230,14/11/2024,Outpatient,E1416,Male,44,Follow-up,48,5383.77,4385.57,56,3.28
2231,20/02/2024,Pediatrics,E1639,Female,65,Therapy,23,5507.17,2308.06,75.7,4.31
2232,07/02/2024,Emergency,E1196,Female,54,Diagnostics,19,1996.26,1391.72,73.3,1.66
2233,16/01/2024,Oncology,E1471,Male,24,Surgery,14,1672.9,1488.92,50.3,1.91
2234,12/02/2024,Emergency,E1910,Male,34,Diagnostics,49,2127.58,1561.22,75.1,3.57
2235,20/04/2024,Orthopedics,E1959,Male,23,Diagnostics,28,1336.06,1131.33,49.8,2.25
2236,21/07/2024,Radiology,E1959,Male,40,Diagnostics,15,4892.43,2911.16,104.3,4.72
2237,12/07/2024,Emergency,E1495,Female,29,Therapy,42,3382.81,2814.39,94.9,4.72
2238,23/03/2024,Pediatrics,E1379,Male,56,Diagnostics,26,2834.63,1951.58,36.6,4.3
2239,15/12/2024,Emergency,E1867,Male,24,Consultation,6,550.58,375.72,44,2.29
2240,19/06/2024,Cardiology,E1745,Male,61,Diagnostics,41,6626.61,5471.87,75.1,4.41
2241,22/06/2024,Pediatrics,E1378,Female,41,Surgery,39,3013.67,1988.27,56.8,1.05
2242,02/09/2024,Radiology,E1902,Male,32,Therapy,44,5789.72,4230.91,73.1,3.95
2243,04/04/2024,Cardiology,E1867,Male,59,Follow-up,15,5927.73,2568.93,18.4,3.39
2244,15/05/2024,Emergency,E1328,Female,62,Surgery,37,3112.3,1368.86,54.4,3.22
2245,04/08/2024,Radiology,E1904,Male,38,Diagnostics,8,3623.09,2754.33,79,2.33
2246,19/05/2024,Oncology,E1008,Male,44,Consultation,36,7671.29,5556.68,78.3,3.21
2247,04/02/2024,Radiology,E1066,Male,33,Consultation,5,608.2,455.09,48.2,4.77
2248,27/05/2024,Emergency,E1510,Male,36,Therapy,32,8270.86,5738.71,34,1.81
2249,15/06/2024,Outpatient,E1391,Male,26,Consultation,32,3733.66,2383.14,39,3.06
2250,13/10/2024,Emergency,E1006,Male,46,Follow-up,44,2071.02,1840.84,17.4,4.73
2251,21/11/2024,Orthopedics,E1824,Male,34,Consultation,8,9178.99,6082.74,88.4,2.74
2252,16/05/2024,Cardiology,E1251,Male,42,Consultation,28,6485.33,3698.51,39.6,3.31
2253,31/12/2024,Cardiology,E1484,Female,39,Therapy,39,5232.23,3609.03,38,2.47
2254,27/08/2024,Cardiology,E1960,Male,65,Follow-up,26,1297.03,552.71,34.1,1.3
2255,07/03/2024,Pediatrics,E1662,Female,46,Follow-up,33,1485.86,1198.29,9.5,3.64
2256,15/12/2024,Cardiology,E1930,Female,45,Follow-up,27,3089.3,2581.95,60.8,2.22
2257,15/07/2024,Emergency,E1155,Female,24,Therapy,41,5417.57,3201.67,69.9,1.46
2258,30/11/2024,Outpatient,E1254,Female,51,Surgery,17,9971.41,6110.26,45,3.84
2259,29/06/2024,Radiology,E1859,Male,29,Therapy,47,3957.04,3231.47,57.2,3.88
2260,01/08/2024,Orthopedics,E1255,Male,35,Diagnostics,16,1520.81,1251.72,89.6,1.85
2261,13/09/2024,Emergency,E1358,Female,53,Follow-up,16,1880.22,1049.44,117.2,2.03
2262,27/03/2024,Orthopedics,E1318,Male,31,Surgery,48,4833.21,2005.83,50.7,3.29
2263,22/08/2024,Cardiology,E1816,Female,40,Consultation,40,9554.68,6290.5,99.2,3.19
2264,16/09/2024,Cardiology,E1558,Female,49,Consultation,44,887.46,494.76,71.2,4.8
2265,03/02/2024,Outpatient,E1015,Male,50,Follow-up,35,8661.74,4453.67,30.3,1.8
2266,24/05/2024,Radiology,E1619,Female,62,Follow-up,35,9263.74,7654.93,94.1,2.57
2267,16/12/2024,Emergency,E1297,Female,55,Surgery,22,5291.62,3345.18,34.1,3.02
2268,02/10/2024,Orthopedics,E1735,Female,50,Follow-up,36,789.72,367.93,107,4.01
2269,06/09/2024,Outpatient,E1801,Female,57,Diagnostics,21,4517.25,2974.95,47.5,3.96
2270,07/07/2024,Radiology,E1749,Female,42,Consultation,38,7949.78,6213.89,88.1,1.82
2271,03/10/2024,Oncology,E1219,Male,44,Follow-up,45,3710.71,2356.01,43,4.02
2272,05/03/2024,Outpatient,E1074,Male,58,Surgery,43,3628.86,1702.36,50.9,4.92
2273,25/04/2024,Pediatrics,E1573,Male,42,Diagnostics,40,2645.87,1868.19,54.8,1.28
2274,10/12/2024,Outpatient,E1339,Female,24,Consultation,6,5134.83,3856.68,64,4.49
2275,26/03/2024,Emergency,E1912,Male,53,Follow-up,12,3244.9,1437.89,112.7,2.51
2276,06/02/2024,Radiology,E1351,Female,43,Consultation,44,5975.85,4756.79,42.3,3.86
2277,02/05/2024,Cardiology,E1364,Male,36,Diagnostics,36,1786.48,974.79,21.6,4.24
2278,29/04/2024,Cardiology,E1851,Female,38,Surgery,6,2615.17,1984.13,113.5,3.11
2279,30/11/2024,Oncology,E1135,Female,28,Follow-up,5,5630.28,3549.99,42.5,2.9
2280,03/06/2024,Outpatient,E1731,Male,39,Consultation,6,6226.67,5560.39,112.8,4.45
2281,24/05/2024,Cardiology,E1158,Male,54,Follow-up,33,8946.74,5671.56,80.6,4.58
2282,27/12/2024,Pediatrics,E1280,Female,34,Follow-up,23,4233.03,3728.8,52.8,3.4
2283,28/09/2024,Cardiology,E1427,Male,23,Diagnostics,23,7243.14,6339.89,33.1,3.98
2284,27/02/2024,Cardiology,E1759,Female,39,Therapy,41,5447.75,2910.62,94.3,3.21
2285,27/05/2024,Pediatrics,E1893,Female,23,Diagnostics,32,6779.25,3806.21,60.3,3.47
2286,13/05/2024,Orthopedics,E1287,Male,53,Consultation,6,4346.65,2169.79,115.6,3.05
2287,12/07/2024,Cardiology,E1050,Male,44,Consultation,29,7472.24,4524.62,45.8,2.63
2288,13/07/2024,Radiology,E1385,Male,58,Diagnostics,11,4387.37,2948.71,67.5,2.99
2289,10/04/2024,Pediatrics,E1470,Male,44,Therapy,26,1780.46,1153.81,24.4,1.5
2290,28/08/2024,Cardiology,E1812,Female,44,Surgery,8,9360.13,6575.26,80.8,2.61
2291,02/12/2024,Pediatrics,E1321,Female,44,Surgery,23,9135.32,6567.98,93.5,2.47
2292,01/07/2024,Outpatient,E1086,Male,37,Follow-up,42,9620.11,7794.51,103.2,1.69
2293,08/09/2024,Cardiology,E1223,Female,35,Consultation,12,3074.15,1668.69,36.2,4.42
2294,20/09/2024,Radiology,E1742,Female,52,Surgery,45,802.91,351.71,36.5,1.8
2295,19/12/2024,Radiology,E1286,Female,54,Surgery,50,2702.67,2159.36,69.8,1.02
2296,08/07/2024,Radiology,E1644,Female,22,Diagnostics,42,4578.57,2765.19,18.1,3.7
2297,06/07/2024,Emergency,E1978,Female,48,Surgery,30,7169.92,5452.34,88.8,1
2298,12/04/2024,Orthopedics,E1166,Female,50,Consultation,50,9562.25,7717.73,109,1.06
2299,27/11/2024,Emergency,E1188,Female,47,Therapy,27,9371.66,7543.2,101.3,1.37
2300,22/11/2024,Outpatient,E1517,Male,52,Surgery,13,7518.39,6615.87,83,3.28
2301,01/03/2024,Emergency,E1755,Female,27,Diagnostics,32,9483.48,5893.68,73.9,2.91
2302,01/08/2024,Radiology,E1996,Female,47,Therapy,31,9362.04,4100.97,62.6,3.75
2303,07/07/2024,Orthopedics,E1786,Female,23,Surgery,9,8023.11,5548.06,109.5,4.77
2304,26/07/2024,Cardiology,E1920,Female,44,Surgery,15,1111.03,667.93,7.7,2.32
2305,06/02/2024,Outpatient,E1231,Female,50,Consultation,13,5600.25,4790.44,102.4,1.51
2306,04/11/2024,Emergency,E1316,Female,46,Surgery,15,1383.79,961.23,66.2,2.07
2307,19/07/2024,Outpatient,E1062,Male,48,Therapy,48,9044.8,7811.84,51.3,4.56
2308,07/12/2024,Oncology,E1605,Male,24,Therapy,23,4147.51,3186.98,59.7,1.49
2309,09/12/2024,Emergency,E1478,Male,65,Follow-up,42,9315.37,5841.19,89.5,2.47
2310,17/10/2024,Orthopedics,E1146,Female,65,Consultation,20,679.37,305.9,62.1,3.76
2311,07/01/2024,Outpatient,E1909,Male,23,Follow-up,15,3679.99,2751.69,85.3,3.82
2312,19/05/2024,Outpatient,E1329,Male,38,Consultation,20,5178.96,4440.66,61.3,2.8
2313,16/12/2024,Orthopedics,E1624,Female,28,Diagnostics,9,2394.12,1325.93,9.9,3.53
2314,11/10/2024,Oncology,E1305,Female,31,Diagnostics,16,2861.09,1579.54,93.6,2.31
2315,19/01/2024,Emergency,E1890,Male,49,Follow-up,43,2800.86,1357.1,94.1,1.52
2316,29/04/2024,Oncology,E1652,Female,41,Follow-up,5,4810.66,3143.6,84,3.53
2317,10/03/2024,Radiology,E1583,Female,37,Consultation,22,8201.85,3464.26,39.1,2.12
2318,02/06/2024,Pediatrics,E1340,Male,47,Surgery,12,1887.16,1027.73,40.6,3.09
2319,10/04/2024,Emergency,E1155,Female,30,Follow-up,42,6805.19,4018.81,87.7,2.34
2320,25/03/2024,Oncology,E1808,Female,45,Surgery,8,3257.69,2184.59,7.7,1.32
2321,17/07/2024,Emergency,E1611,Female,30,Therapy,29,4470.71,3896.03,88,1.35
2322,24/04/2024,Emergency,E1875,Female,33,Therapy,20,8540.02,6542.94,75.3,4.28
2323,16/04/2024,Oncology,E1467,Male,50,Surgery,29,4339.04,2216.17,63.9,3.2
2324,01/06/2024,Outpatient,E1917,Male,65,Follow-up,50,5614.1,3831.83,114.1,4.61
2325,19/10/2024,Orthopedics,E1990,Male,63,Diagnostics,50,8819.31,7061.7,113.5,1.39
2326,31/03/2024,Oncology,E1284,Female,47,Diagnostics,31,3018.67,1954.67,102.4,3.02
2327,03/01/2024,Outpatient,E1608,Male,50,Therapy,50,7606.33,3571.02,34,3.93
2328,06/06/2024,Outpatient,E1850,Male,57,Surgery,42,2064.97,1188.76,35.5,2.4
2329,25/12/2024,Outpatient,E1982,Male,63,Follow-up,6,7229.08,4221.23,68.9,1.4
2330,24/03/2024,Outpatient,E1019,Male,54,Surgery,19,8147.67,4765.93,79.6,3.9
